Customer ID,Age,Annual Income (k$),Gender,Spending Score (1-100),Product Category,Number of Purchases,Days Since Last Purchase,Average Purchase Value ($)
1162,42,35,Male,48,Toys,75,71,396.29
1163,62,62,Female,72,Groceries,55,178,503.56
1164,59,136,Female,49,Groceries,75,169,876.9
1165,42,130,Female,47,Clothing,13,158,117.48
1166,35,70,Female,56,Furniture,14,153,793.82
1167,57,94,Male,65,Electronics,60,81,179.05
1168,25,27,Male,12,Electronics,72,56,46.34
1169,56,64,Female,69,Toys,25,6,193.72
1170,57,78,Male,88,Toys,82,111,767.39
1171,31,123,Male,6,Clothing,44,47,411.07
1172,49,117,Female,89,Groceries,82,79,873.8
1173,68,98,Male,65,Electronics,10,315,529.46
1174,55,143,Female,25,Clothing,71,32,32.03
1175,50,23,Male,1,Toys,50,114,719.55
1176,40,109,Female,32,Toys,44,2,119.13
1177,32,123,Female,3,Electronics,14,3,791.49
1178,50,138,Female,49,Toys,15,355,176.42
1179,42,75,Male,19,Toys,16,259,351.99
1180,34,115,Female,60,Furniture,2,41,763.66
1181,50,94,Female,29,Groceries,30,8,954.69
1182,64,51,Male,50,Toys,30,306,377.72
1183,19,47,Male,2,Furniture,82,144,831.11
1184,31,41,Female,73,Clothing,31,96,198.88
1185,57,36,Female,56,Toys,77,275,809.11
1186,57,78,Male,17,Clothing,20,141,660.92
1187,68,109,Female,60,Toys,49,277,200.82
1188,56,125,Male,36,Electronics,35,26,309.48
1189,68,45,Male,61,Furniture,23,42,140.45
1190,23,44,Female,17,Furniture,97,130,389.14
1191,23,64,Female,49,Electronics,99,215,211.61
1192,20,102,Female,76,Groceries,61,93,647.56
1193,24,30,Other,60,Furniture,84,7,994.56
1194,68,123,Male,20,Clothing,55,85,21.89
1195,25,87,Male,50,Furniture,67,344,545.51
1196,59,114,Male,3,Groceries,8,137,577.93
1197,69,84,Female,43,Clothing,40,245,915.07
1198,32,68,Female,57,Clothing,59,20,510.95
1199,64,71,Male,50,Electronics,32,264,548.26
1200,46,121,Male,68,Toys,93,147,476.94
1201,50,76,Male,81,Electronics,7,183,276.22
1202,69,66,Female,50,Toys,2,226,65.47
1203,47,45,Male,37,Electronics,85,291,414.57
1204,56,133,Male,46,Toys,6,35,62.07
1205,44,24,Female,42,Furniture,92,245,554.99
1206,53,103,Female,15,Clothing,36,72,314.22
1207,46,71,Female,33,Toys,32,149,538.27
1208,55,124,Female,80,Furniture,45,0,142.95
1209,50,73,Male,11,Groceries,42,68,933.3
1210,54,34,Female,20,Electronics,53,292,895.58
1211,44,80,Female,24,Groceries,9,229,198.1
1212,50,141,Other,64,Furniture,75,210,350.01
1213,21,40,Male,80,Groceries,87,71,617.36
1214,39,65,Male,94,Groceries,75,362,104.73
1215,19,57,Male,98,Furniture,49,95,361.02
1216,27,81,Male,65,Clothing,2,83,258.6
1217,22,105,Female,88,Toys,67,227,916.36
1218,27,97,Male,88,Electronics,11,298,853.99
1219,50,65,Male,73,Toys,50,235,584.03
1220,55,22,Male,86,Electronics,35,292,525.14
1221,30,25,Male,76,Toys,15,221,931.42
1222,48,112,Male,17,Groceries,75,222,933.1
1223,64,27,Male,89,Clothing,31,280,969.64
1224,53,127,Male,92,Groceries,92,220,134.13
1225,62,94,Female,61,Clothing,62,215,168.95
1226,41,96,Female,15,Furniture,28,230,679.97
1227,69,69,Male,94,Electronics,96,168,546.02
1228,32,30,Other,51,Electronics,25,328,28.28
1229,46,114,Female,27,Furniture,84,41,71.36
1230,25,89,Female,86,Toys,92,257,889.2
1231,22,35,Male,74,Furniture,25,195,870.18
1232,46,87,Male,61,Furniture,75,95,363.7
1233,64,118,Male,58,Clothing,83,316,892.14
1234,21,67,Male,31,Furniture,92,13,597.74
1235,29,83,Male,91,Electronics,1,112,807.85
1236,62,109,Female,12,Groceries,59,76,433.16
1237,19,95,Male,46,Clothing,69,276,122.26
1238,44,120,Male,31,Clothing,74,319,439.39
1239,48,108,Female,32,Toys,42,159,462.73
1240,68,37,Male,32,Groceries,34,312,555.43
1241,68,38,Female,99,Clothing,66,118,114.53
1242,53,74,Female,53,Furniture,18,160,991.49
1243,53,121,Female,61,Clothing,77,307,251.7
1244,43,137,Other,46,Clothing,5,350,206.57
1245,60,23,Male,85,Clothing,20,145,531.53
1246,44,127,Female,74,Toys,66,162,541.84
1247,22,134,Female,80,Clothing,75,178,445.42
1248,37,48,Female,7,Clothing,62,88,774.17
1249,28,78,Female,4,Toys,94,222,521.49
1250,27,144,Female,91,Groceries,96,265,613.6
1251,57,117,Male,52,Electronics,32,238,726.51
1252,55,36,Female,89,Toys,58,307,34.77
1253,23,126,Male,31,Toys,50,33,574.94
1254,25,62,Female,75,Clothing,38,166,885.35
1255,40,99,Female,84,Clothing,55,124,27.21
1256,64,27,Male,36,Electronics,28,223,411.13
1257,43,125,Male,54,Clothing,74,149,926.97
1258,63,27,Male,54,Furniture,86,188,359.62
1259,60,115,Female,17,Clothing,81,42,464.14
1260,29,113,Female,75,Clothing,22,28,981.73
1261,43,84,Female,30,Furniture,43,361,207.33
1262,30,58,Female,99,Electronics,83,119,74.6
1263,57,100,Female,22,Furniture,81,336,860.83
1264,35,103,Male,43,Toys,88,30,869.78
1265,42,107,Male,27,Furniture,36,180,477.36
1266,50,105,Female,37,Groceries,96,161,519.07
1267,64,112,Male,46,Toys,52,127,837.45
1268,57,105,Male,35,Clothing,36,254,741.17
1269,60,63,Male,4,Toys,28,293,272.5
1270,29,93,Male,80,Electronics,78,356,26.72
1271,61,55,Female,80,Electronics,58,253,484.9
1272,53,120,Male,85,Furniture,36,129,860.32
1273,65,123,Female,26,Toys,70,11,896.88
1274,21,85,Male,100,Clothing,9,34,956.66
1275,22,74,Male,19,Electronics,21,197,880.77
1276,54,110,Male,81,Clothing,64,247,584.24
1277,25,41,Female,45,Groceries,76,109,450.16
1278,59,120,Female,26,Electronics,61,327,777.1
1279,66,140,Female,22,Furniture,94,244,742.42
1280,45,112,Female,58,Groceries,95,249,542.76
1281,48,127,Female,63,Toys,40,316,96.45
1282,26,29,Female,28,Clothing,56,162,926.82
1283,68,28,Female,65,Electronics,4,47,461.05
1284,46,53,Female,44,Groceries,31,70,369.7
1285,31,148,Male,100,Groceries,27,133,633.27
1286,57,108,Female,43,Electronics,58,238,677.1
1287,58,112,Female,37,Toys,25,67,218.58
1288,39,90,Female,66,Toys,69,277,838.57
1289,28,86,Male,17,Furniture,70,31,297.04
1290,40,136,Female,40,Toys,5,122,194.82
1291,18,113,Female,38,Furniture,91,21,412.34
1292,63,118,Male,85,Groceries,8,154,733.25
1293,54,132,Female,61,Electronics,9,109,965.8
1294,38,122,Male,9,Toys,15,270,811.19
1295,43,110,Male,77,Furniture,7,299,940.94
1296,63,109,Male,75,Groceries,96,114,149.2
1297,53,36,Male,61,Toys,72,219,80.47
1298,40,37,Female,80,Clothing,15,229,562.13
1299,18,135,Male,16,Groceries,37,251,297.39
1300,68,112,Male,2,Toys,83,248,829.77
1301,57,110,Male,72,Groceries,39,8,675.27
1302,32,101,Male,43,Electronics,6,33,971.02
1303,38,87,Male,42,Electronics,83,227,262.24
1304,64,133,Female,77,Electronics,57,72,490.93
1305,26,20,Male,57,Clothing,92,300,506.23
1306,26,77,Female,81,Electronics,81,211,246.79
1307,27,128,Female,88,Clothing,19,71,594.19
1308,69,135,Male,67,Electronics,63,57,448.85
1309,43,106,Female,30,Groceries,31,219,452.25
1310,58,29,Male,13,Toys,75,274,369.11
1311,52,78,Male,19,Toys,79,248,26.76
1312,69,60,Male,7,Electronics,10,15,526.87
1313,42,124,Male,9,Toys,87,74,341.9
1314,43,141,Female,83,Electronics,67,105,11.31
1315,28,41,Female,54,Electronics,62,135,314.86
1316,55,117,Male,86,Furniture,3,73,285.84
1317,19,87,Female,82,Furniture,18,253,399.51
1318,24,75,Male,61,Furniture,25,17,140.53
1319,35,118,Female,87,Clothing,20,42,512.61
1320,44,95,Male,2,Furniture,58,49,695.52
1321,51,45,Male,50,Electronics,93,2,633.88
1322,44,134,Male,75,Groceries,86,231,805.72
1323,34,128,Male,31,Furniture,50,218,457.49
1324,60,66,Female,33,Furniture,79,58,523.9
1325,61,90,Female,78,Groceries,10,283,812.3
1326,68,59,Male,80,Electronics,21,301,433.42
1327,41,42,Female,11,Clothing,29,63,704.58
1328,42,125,Female,33,Furniture,96,69,440.26
1329,24,103,Female,7,Groceries,10,302,423.56
1330,69,135,Male,31,Electronics,13,141,762.6
1331,23,128,Male,48,Toys,47,201,183.09
1332,41,60,Female,47,Clothing,23,206,345.2
1333,50,131,Female,78,Groceries,50,220,231.93
1334,66,131,Male,92,Groceries,87,361,365.52
1335,46,122,Male,53,Groceries,95,245,238.07
1336,60,65,Male,80,Furniture,4,80,583.61
1337,39,87,Female,19,Toys,67,250,800.19
1338,43,141,Female,81,Clothing,85,50,788.75
1339,45,34,Male,90,Electronics,53,284,370.86
1340,67,148,Female,6,Electronics,2,345,988.87
1341,38,130,Female,49,Toys,68,203,597.92
1342,66,43,Female,73,Groceries,65,24,405.41
1343,24,46,Female,50,Groceries,79,40,837.18
1344,34,59,Female,81,Groceries,57,68,732.58
1345,37,43,Male,95,Groceries,97,3,751.78
1346,58,43,Female,12,Groceries,70,239,204.18
1347,66,23,Male,23,Toys,7,360,473.64
1348,37,86,Male,54,Furniture,19,30,863.21
1349,39,53,Male,69,Clothing,44,116,509.0
1350,45,135,Male,100,Groceries,63,194,686.62
1351,57,42,Male,59,Furniture,65,89,592.05
1352,66,128,Male,36,Electronics,39,177,843.93
1353,24,88,Female,3,Toys,83,144,291.72
1354,18,114,Male,58,Furniture,26,201,579.72
1355,49,81,Female,88,Groceries,44,321,132.0
1356,30,76,Male,55,Groceries,12,343,693.31
1357,47,73,Female,57,Groceries,22,202,734.65
1358,40,89,Female,17,Furniture,77,23,52.41
1359,68,120,Male,39,Groceries,92,354,679.03
1360,36,76,Female,90,Furniture,14,104,420.54
1361,49,122,Female,68,Groceries,86,274,132.86
1362,47,104,Female,55,Electronics,30,321,425.71
1363,46,80,Female,45,Electronics,44,59,202.29
1364,66,22,Female,76,Clothing,84,14,421.4
1365,62,147,Female,1,Groceries,91,84,390.5
1366,46,105,Male,21,Groceries,38,196,741.01
1367,47,66,Male,83,Furniture,59,234,776.47
1368,33,95,Female,21,Furniture,42,343,610.96
1369,57,57,Male,52,Groceries,52,262,32.46
1370,36,106,Female,82,Clothing,63,5,931.71
1371,35,77,Male,43,Groceries,61,288,689.37
1372,18,69,Female,52,Furniture,34,57,43.85
1373,31,49,Other,67,Groceries,39,144,820.64
1374,68,120,Male,44,Furniture,41,41,208.26
1375,64,44,Male,32,Groceries,37,349,583.43
1376,67,131,Female,10,Toys,65,199,471.97
1377,19,145,Female,64,Furniture,79,173,425.64
1378,45,142,Male,79,Clothing,32,334,890.82
1379,66,66,Male,69,Toys,8,94,442.99
1380,67,137,Female,68,Groceries,97,216,84.59
1381,47,58,Female,28,Furniture,18,110,947.17
1382,55,35,Male,53,Toys,45,352,921.33
1383,68,41,Male,51,Clothing,93,179,687.59
1384,21,73,Female,53,Furniture,96,162,473.21
1385,18,35,Male,4,Toys,33,118,101.93
1386,25,78,Male,79,Toys,5,324,792.84
1387,46,50,Female,17,Toys,82,227,84.72
1388,56,51,Male,67,Electronics,74,144,77.91
1389,20,28,Female,74,Groceries,36,307,542.01
1390,49,29,Male,47,Furniture,97,141,168.53
1391,27,36,Female,56,Furniture,23,121,17.65
1392,27,87,Female,23,Furniture,40,284,428.88
1393,36,67,Male,18,Toys,5,225,145.85
1394,63,130,Female,1,Groceries,34,359,168.91
1395,51,142,Male,35,Clothing,24,256,86.14
1396,50,120,Female,64,Furniture,17,284,213.04
1397,40,121,Female,58,Groceries,95,164,718.33
1398,45,84,Male,95,Groceries,71,220,810.84
1399,49,70,Male,59,Electronics,81,68,458.01
1400,67,55,Male,1,Furniture,92,308,511.49
1401,24,100,Female,3,Toys,22,223,42.33
1402,46,146,Male,67,Groceries,15,123,78.62
1403,25,107,Male,37,Groceries,15,343,264.99
1404,18,123,Male,83,Clothing,25,338,548.46
1405,20,34,Male,29,Electronics,53,11,742.16
1406,41,115,Female,89,Groceries,21,51,608.95
1407,40,142,Male,33,Groceries,66,128,398.21
1408,25,20,Female,100,Toys,91,134,127.14
1409,64,141,Male,61,Toys,32,144,782.97
1410,54,145,Male,93,Clothing,21,126,370.15
1411,20,76,Female,90,Clothing,68,225,738.69
1412,68,100,Other,4,Clothing,44,70,517.85
1413,50,92,Female,14,Toys,83,272,741.28
1414,45,89,Male,91,Toys,66,186,908.22
1415,64,25,Male,33,Electronics,90,2,921.82
1416,25,103,Female,22,Furniture,98,284,539.76
1417,51,71,Male,48,Furniture,14,21,516.39
1418,52,22,Male,3,Electronics,15,165,273.02
1419,49,100,Female,87,Furniture,20,309,936.44
1420,41,82,Female,85,Toys,34,362,463.34
1421,31,68,Other,23,Furniture,36,245,136.32
1422,49,95,Female,68,Toys,83,233,438.38
1423,63,131,Female,21,Electronics,9,324,135.78
1424,60,128,Male,43,Clothing,71,157,507.51
1425,33,84,Male,95,Electronics,30,150,565.66
1426,21,100,Female,85,Furniture,77,212,344.38
1427,69,34,Female,26,Toys,91,217,80.93
1428,54,119,Male,41,Furniture,63,245,944.07
1429,38,51,Male,99,Furniture,35,302,775.62
1430,31,115,Male,38,Clothing,13,275,840.49
1431,48,147,Female,88,Furniture,79,150,373.2
1432,65,132,Male,11,Clothing,46,195,763.22
1433,35,102,Male,29,Toys,56,20,490.52
1434,24,62,Female,60,Toys,9,256,209.07
1435,27,135,Female,67,Clothing,87,16,133.18
1436,24,97,Male,65,Electronics,36,50,351.6
1437,50,77,Female,61,Toys,3,269,146.18
1438,40,52,Female,19,Electronics,98,314,998.29
1439,38,33,Male,46,Toys,19,82,58.7
1440,36,78,Male,49,Toys,28,305,446.73
1441,65,102,Male,22,Groceries,23,123,457.57
1442,36,140,Male,78,Furniture,7,289,307.63
1443,53,102,Female,57,Furniture,76,261,575.64
1444,46,46,Male,14,Electronics,14,364,158.48
1445,35,99,Female,44,Furniture,46,48,786.07
1446,19,32,Male,16,Electronics,15,5,339.12
1447,18,83,Male,97,Toys,67,116,595.43
1448,64,99,Female,77,Groceries,15,117,718.48
1449,22,142,Male,12,Groceries,51,262,890.15
1450,37,62,Male,55,Toys,88,352,837.43
1451,28,108,Male,51,Clothing,8,128,612.23
1452,59,114,Male,39,Clothing,69,170,394.51
1453,19,21,Female,33,Furniture,62,26,508.17
1454,20,139,Male,33,Electronics,51,198,771.05
1455,40,41,Female,29,Groceries,63,313,878.77
1456,29,134,Female,69,Furniture,68,344,112.74
1457,37,76,Male,70,Toys,78,96,391.01
1458,22,91,Male,31,Groceries,16,16,778.36
1459,54,26,Female,80,Electronics,84,172,437.34
1460,55,138,Female,31,Electronics,24,100,338.91
1461,47,133,Male,89,Clothing,6,185,417.21
1462,26,35,Female,46,Furniture,57,183,606.82
1463,51,102,Male,97,Toys,31,214,999.81
1464,61,91,Female,77,Groceries,6,250,498.06
1465,52,143,Male,52,Electronics,99,215,216.41
1466,69,132,Female,10,Groceries,79,28,171.22
1467,39,31,Female,88,Toys,29,101,51.93
1468,61,145,Male,74,Groceries,67,122,563.23
1469,41,72,Male,41,Furniture,75,53,549.13
1470,34,94,Male,95,Clothing,3,282,213.18
1471,27,46,Other,77,Groceries,28,101,698.38
1472,47,116,Male,3,Clothing,74,116,743.7
1473,63,24,Male,59,Toys,97,103,266.51
1474,40,76,Female,52,Clothing,48,44,350.66
1475,49,97,Female,34,Groceries,80,113,990.57
1476,34,88,Female,49,Groceries,10,342,380.52
1477,67,137,Female,28,Electronics,33,30,763.19
1478,68,139,Male,83,Groceries,67,163,458.2
1479,34,78,Female,87,Clothing,69,188,795.41
1480,31,52,Male,96,Electronics,12,292,771.33
1481,26,81,Male,13,Groceries,57,194,671.08
1482,57,69,Female,97,Groceries,44,291,856.23
1483,19,131,Female,98,Toys,13,260,939.83
1484,62,38,Male,97,Electronics,24,206,584.18
1485,42,142,Female,69,Toys,44,51,245.09
1486,56,66,Male,67,Toys,57,48,404.64
1487,26,52,Male,61,Toys,96,5,760.72
1488,39,103,Female,60,Furniture,16,223,654.37
1489,60,98,Male,71,Toys,96,22,186.02
1490,63,33,Male,24,Clothing,21,144,60.73
1491,21,147,Female,63,Groceries,76,109,686.13
1492,43,73,Other,86,Furniture,51,211,258.57
1493,46,48,Male,61,Toys,21,299,504.67
1494,62,43,Female,23,Groceries,60,40,749.28
1495,51,101,Female,30,Electronics,51,171,567.04
1496,40,82,Female,60,Electronics,21,185,92.47
1497,54,124,Female,18,Groceries,6,213,193.72
1498,28,76,Male,96,Clothing,73,305,227.13
1499,23,81,Male,56,Groceries,65,51,265.29
1500,35,36,Male,53,Groceries,76,69,569.75
1501,38,85,Female,7,Furniture,58,195,508.93
1502,59,25,Female,97,Electronics,78,150,211.13
1503,53,77,Female,69,Electronics,6,108,76.88
1504,58,88,Other,92,Toys,65,117,179.72
1505,55,81,Male,72,Groceries,86,364,984.54
1506,51,101,Male,79,Groceries,34,94,473.86
1507,34,90,Male,52,Clothing,56,255,868.67
1508,54,29,Male,4,Electronics,75,43,850.26
1509,42,117,Male,34,Clothing,3,66,516.4
1510,55,108,Male,69,Furniture,42,155,709.62
1511,29,54,Female,33,Toys,62,322,200.82
1512,40,21,Female,69,Clothing,6,205,691.51
1513,59,143,Female,38,Electronics,6,273,279.66
1514,39,43,Female,98,Furniture,63,154,833.74
1515,38,93,Male,26,Groceries,20,178,92.89
1516,44,41,Female,1,Furniture,21,59,775.41
1517,48,58,Female,4,Clothing,2,73,108.94
1518,23,39,Female,39,Electronics,90,48,882.38
1519,44,60,Male,54,Clothing,95,270,311.16
1520,57,127,Male,90,Groceries,90,72,657.85
1521,51,103,Male,33,Groceries,56,195,492.63
1522,29,130,Female,33,Electronics,96,178,372.64
1523,62,85,Female,72,Toys,10,47,648.99
1524,24,72,Female,20,Furniture,87,71,948.05
1525,27,53,Male,16,Furniture,70,112,50.86
1526,62,86,Female,21,Groceries,23,244,919.66
1527,34,46,Female,45,Clothing,92,308,612.99
1528,43,29,Male,90,Clothing,30,158,809.24
1529,38,92,Male,87,Toys,78,273,390.04
1530,45,115,Female,82,Clothing,37,267,477.12
1531,63,67,Male,62,Furniture,55,303,870.16
1532,19,89,Female,31,Clothing,96,29,420.7
1533,60,119,Other,42,Toys,49,96,539.31
1534,18,78,Female,12,Furniture,34,250,29.99
1535,68,21,Female,65,Clothing,44,6,167.01
1536,53,84,Female,73,Furniture,22,91,645.27
1537,68,102,Female,3,Groceries,31,112,719.81
1538,43,29,Male,90,Groceries,7,258,586.77
1539,46,72,Male,9,Groceries,21,106,151.88
1540,38,98,Male,51,Clothing,16,62,450.95
1541,28,78,Female,16,Toys,20,357,361.54
1542,57,67,Male,88,Furniture,43,270,500.7
1543,28,142,Male,78,Electronics,44,198,871.63
1544,53,41,Male,3,Groceries,47,346,778.1
1545,66,119,Female,98,Groceries,19,336,93.15
1546,56,117,Other,97,Electronics,48,145,891.41
1547,57,44,Other,24,Electronics,96,60,477.05
1548,52,47,Female,73,Clothing,79,119,746.42
1549,51,132,Female,13,Furniture,69,60,148.64
1550,64,64,Female,2,Groceries,11,308,674.01
1551,41,87,Female,71,Toys,79,25,243.96
1552,39,26,Female,21,Clothing,29,114,444.0
1553,22,68,Male,19,Clothing,45,39,26.69
1554,50,102,Female,89,Toys,68,343,160.09
1555,53,148,Male,47,Toys,36,115,101.16
1556,64,92,Male,22,Toys,48,135,247.35
1557,37,65,Female,75,Electronics,87,276,109.02
1558,36,125,Male,33,Groceries,15,298,694.99
1559,52,51,Male,32,Electronics,44,20,38.75
1560,69,25,Female,64,Groceries,67,30,621.56
1561,60,93,Male,85,Electronics,96,246,149.3
1562,34,133,Female,39,Furniture,74,26,945.71
1563,62,46,Female,84,Groceries,40,72,933.76
1564,60,73,Female,72,Clothing,86,96,233.25
1565,51,104,Female,42,Groceries,14,160,618.28
1566,26,146,Female,9,Groceries,63,345,37.73
1567,43,130,Female,25,Groceries,81,299,932.47
1568,19,34,Female,89,Furniture,85,298,527.76
1569,26,112,Female,97,Electronics,51,286,52.79
1570,26,142,Female,2,Clothing,79,211,349.07
1571,57,92,Female,19,Electronics,58,75,86.08
1572,34,111,Male,20,Electronics,15,142,399.01
1573,18,36,Male,93,Toys,65,33,673.23
1574,42,62,Female,70,Furniture,88,335,475.19
1575,60,140,Male,17,Toys,55,3,389.88
1576,57,60,Male,89,Furniture,76,327,127.97
1577,59,58,Female,68,Electronics,10,97,252.49
1578,42,132,Male,94,Electronics,42,216,109.14
1579,56,130,Male,84,Furniture,95,27,809.42
1580,52,66,Other,3,Electronics,11,200,143.89
1581,20,82,Female,87,Electronics,16,272,599.42
1582,67,129,Male,51,Clothing,73,313,349.31
1583,54,88,Other,82,Toys,78,126,233.72
1584,61,62,Other,26,Toys,19,201,643.07
1585,61,53,Male,56,Toys,31,8,462.43
1586,68,59,Male,100,Groceries,73,286,406.14
1587,47,80,Female,64,Clothing,53,87,596.92
1588,55,81,Female,8,Toys,90,317,496.35
1589,51,77,Female,81,Toys,8,18,310.45
1590,29,94,Female,95,Clothing,24,80,563.47
1591,36,35,Female,37,Electronics,8,106,672.8
1592,54,101,Male,97,Toys,83,310,36.43
1593,61,113,Female,27,Electronics,48,229,471.21
1594,66,67,Male,45,Toys,30,111,67.11
1595,34,101,Female,4,Furniture,58,219,194.54
1596,27,57,Female,86,Groceries,86,122,564.9
1597,66,146,Male,90,Toys,55,243,867.53
1598,64,38,Female,96,Furniture,73,177,883.98
1599,29,82,Male,88,Clothing,62,64,79.24
1600,33,96,Male,99,Furniture,48,2,424.91
1601,41,121,Female,37,Clothing,4,206,587.18
1602,36,84,Male,96,Toys,37,20,155.6
1603,25,139,Female,71,Clothing,8,292,767.78
1604,48,110,Male,33,Furniture,1,14,746.79
1605,38,27,Female,31,Groceries,92,342,904.31
1606,34,92,Female,55,Electronics,70,205,18.4
1607,40,126,Female,12,Electronics,47,201,224.52
1608,54,108,Female,11,Groceries,75,119,828.91
1609,33,58,Female,88,Electronics,5,136,673.87
1610,23,132,Male,72,Toys,50,299,895.45
1611,25,47,Male,32,Toys,24,294,66.61
1612,42,116,Male,57,Furniture,47,24,600.99
1613,35,56,Male,38,Furniture,18,311,573.36
1614,42,101,Female,60,Clothing,84,233,45.32
1615,29,75,Male,86,Furniture,28,120,518.39
1616,32,104,Female,98,Toys,77,89,613.43
1617,43,21,Female,19,Furniture,5,319,199.38
1618,58,77,Male,84,Electronics,30,199,280.6
1619,62,126,Female,56,Clothing,1,179,643.94
1620,43,142,Male,14,Clothing,86,344,473.62
1621,64,133,Female,33,Toys,82,75,859.43
1622,49,126,Male,10,Furniture,46,136,348.96
1623,27,56,Female,80,Electronics,69,137,273.99
1624,33,98,Other,64,Furniture,31,9,985.02
1625,24,111,Male,64,Groceries,70,200,912.02
1626,34,37,Male,62,Furniture,91,317,38.7
1627,40,117,Female,68,Toys,56,345,773.02
1628,43,82,Male,91,Furniture,89,218,119.23
1629,38,23,Female,92,Clothing,93,59,37.21
1630,39,80,Female,43,Electronics,28,146,280.96
1631,24,126,Male,80,Toys,16,106,276.65
1632,31,73,Female,59,Groceries,54,37,821.13
1633,32,107,Female,52,Electronics,53,133,713.56
1634,24,87,Female,97,Electronics,12,220,981.79
1635,26,148,Female,19,Clothing,20,302,714.4
1636,68,74,Male,21,Clothing,82,132,424.07
1637,65,22,Male,22,Clothing,34,333,701.94
1638,25,140,Other,9,Toys,53,52,999.46
1639,67,148,Female,9,Furniture,64,61,713.04
1640,40,121,Male,73,Electronics,23,22,764.06
1641,46,57,Female,27,Furniture,27,43,938.98
1642,35,104,Male,17,Furniture,17,307,122.51
1643,48,111,Male,44,Clothing,48,45,707.74
1644,47,40,Female,45,Furniture,21,146,852.3
1645,69,128,Male,8,Electronics,50,215,954.83
1646,56,66,Female,80,Electronics,40,339,218.86
1647,52,103,Male,18,Groceries,95,46,508.89
1648,35,102,Female,33,Toys,3,346,683.75
1649,59,54,Male,1,Furniture,17,307,254.99
1650,56,88,Female,76,Toys,61,23,604.47
1651,34,148,Female,6,Toys,50,144,265.0
1652,31,46,Male,41,Toys,90,88,340.12
1653,48,75,Female,55,Toys,87,173,447.1
1654,41,42,Male,5,Electronics,6,63,533.9
1655,52,40,Male,59,Furniture,28,118,454.87
1656,61,80,Female,80,Groceries,72,222,498.26
1657,62,82,Male,18,Toys,55,155,305.6
1658,51,141,Female,49,Groceries,58,177,167.38
1659,20,71,Female,82,Electronics,45,319,56.88
1660,54,107,Female,65,Electronics,72,341,204.02
1661,60,74,Male,83,Clothing,19,55,586.12
1662,57,65,Male,54,Toys,29,58,788.25
1663,43,51,Male,61,Clothing,23,219,177.56
1664,40,74,Female,8,Groceries,32,184,117.47
1665,61,115,Female,3,Furniture,10,46,751.8
1666,56,55,Female,25,Clothing,91,101,312.11
1667,32,129,Male,69,Electronics,49,43,951.98
1668,66,125,Male,55,Toys,65,14,717.17
1669,21,77,Male,40,Groceries,29,235,333.49
1670,46,58,Male,83,Electronics,59,360,296.65
1671,39,99,Male,82,Furniture,45,50,528.46
1672,42,116,Male,50,Toys,67,308,88.35
1673,30,132,Male,95,Furniture,51,33,126.5
1674,35,80,Male,33,Furniture,95,123,184.1
1675,50,25,Male,18,Toys,11,76,776.98
1676,33,128,Male,57,Toys,86,122,518.72
1677,62,54,Male,16,Furniture,82,204,20.46
1678,59,58,Male,80,Groceries,99,227,676.78
1679,61,137,Female,38,Toys,6,69,429.45
1680,19,24,Male,41,Electronics,67,229,515.74
1681,52,106,Male,7,Clothing,62,20,221.98
1682,59,95,Male,78,Groceries,5,107,556.26
1683,51,76,Male,53,Toys,9,363,979.36
1684,47,146,Male,63,Toys,28,240,82.71
1685,30,48,Male,89,Groceries,83,250,291.08
1686,30,106,Female,32,Clothing,92,134,250.57
1687,35,65,Male,38,Furniture,91,89,256.06
1688,49,135,Male,22,Electronics,77,78,384.92
1689,49,131,Female,16,Toys,38,176,819.93
1690,52,64,Male,52,Clothing,43,297,913.73
1691,56,123,Male,29,Electronics,21,307,210.19
1692,63,104,Female,16,Groceries,91,101,547.52
1693,69,127,Female,76,Toys,62,360,640.53
1694,46,37,Male,17,Furniture,46,334,526.61
1695,66,113,Female,64,Groceries,70,111,439.74
1696,46,52,Male,91,Toys,38,180,200.06
1697,61,145,Male,89,Clothing,49,103,493.34
1698,33,141,Female,13,Electronics,75,15,407.2
1699,61,134,Male,72,Electronics,81,95,797.61
1700,64,47,Male,56,Toys,39,292,765.97
1701,27,30,Female,5,Groceries,71,145,142.66
1702,47,66,Female,12,Furniture,30,301,97.63
1703,42,146,Male,41,Clothing,21,1,909.07
1704,56,137,Female,3,Toys,1,118,540.15
1705,37,145,Male,99,Clothing,89,342,859.22
1706,22,91,Female,33,Electronics,32,93,67.57
1707,18,126,Male,86,Furniture,8,190,531.25
1708,47,52,Male,50,Clothing,69,2,544.03
1709,66,38,Male,56,Toys,30,110,862.1
1710,20,93,Male,9,Furniture,8,176,106.63
1711,62,117,Male,82,Groceries,19,256,248.04
1712,31,148,Female,50,Toys,59,360,412.47
1713,47,112,Female,29,Clothing,55,21,867.18
1714,67,67,Male,39,Furniture,30,219,939.49
1715,21,83,Male,91,Toys,79,172,992.8
1716,35,80,Male,100,Furniture,36,223,959.6
1717,54,58,Female,45,Furniture,55,64,15.88
1718,42,147,Female,17,Furniture,44,276,57.23
1719,65,107,Other,56,Clothing,27,248,156.13
1720,18,45,Female,98,Toys,77,259,355.37
1721,63,36,Male,46,Electronics,78,130,831.62
1722,32,90,Male,67,Electronics,54,112,893.73
1723,26,32,Female,69,Clothing,48,285,194.97
